"","Control_pct.1","Ivig_pct.1","Eylea_pct.1","Pg101_pct.1","Ivig_avg_log2FC","Ivig_p_val","Ivig_p_val_adj","Eylea_avg_log2FC","Eylea_p_val","Eylea_p_val_adj","Pg101_avg_log2FC","Pg101_p_val","Pg101_p_val_adj"
"A2m",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"A3galt2",0.014,0,0,0,0,0.491455434363228,1,-0.462971976342545,0.415704379568247,1,-0.490986352512142,0.410989825903103,1
"A4galt",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"AA467197",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"AA792892",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"AA986860",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"Aaas",0.108,0.162,0.039,0.058,0.637429920615292,0.425363866394943,1,-1.0479344770637,0.166722835267278,1,-0.660911353954455,0.328729145250719,1
"Aacs",0.068,0.135,0.098,0.115,1.22239242133645,0.233443967325512,1,0.537028023657454,0.542756198578542,1,0.731406068824306,0.354408637223059,1
"Aadacl2",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"Aadacl4",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"Aagab",0.365,0.162,0.255,0.173,-1.1926450779424,0.024567951925851,1,-0.655617054284942,0.161242351353632,1,-0.906023851790986,0.025145044346231,1
"Aak1",0.162,0.162,0.157,0.212,0.106915203916512,1,1,0.00651330695867447,0.940392626965681,1,0.393536430067921,0.486948075646935,1
"Aamdc",0.068,0,0,0.058,-1.8073549220576,0.109218273963262,1,-2.27032689840015,0.0601952899790366,1,-0.298341274569747,0.814527071308432,1
"Aamp",0.243,0.405,0.333,0.173,0.932885804141463,0.0749292377078573,1,0.247521406462469,0.354350002129982,1,-0.628489876262077,0.303524843227037,1
"Aanat",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"Aar2",0.041,0.027,0,0.058,0,0.72730435978879,1,-1.46297197634255,0.14985569192709,1,0.509013647487858,0.662522954406711,1
"Aard",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"Aars",0.135,0.162,0.098,0.135,0.347923303420307,0.708554368563092,1,-0.337441094258687,0.536182884737165,1,0.219507030292872,0.976631924982358,1
"Aarsd1",0.095,0.054,0.02,0.077,-0.415037499278844,0.467322642450344,1,-1.46297197634255,0.0950007643086226,1,-0.16905825762478,0.73456932829952,1
"Aasdh",0.054,0,0.02,0.058,-1.32192809488736,0.154471449218316,1,-0.784900071229908,0.33990592728242,1,0.187085552600495,0.935331843862257,1
"Aasdhppt",0.054,0.054,0.098,0.058,0.263034405833794,1,1,0.800062429491248,0.355073513530036,1,0.187085552600495,0.935331843862257,1
"Aass",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"Aatf",0.108,0.054,0.098,0.115,-0.584962500721156,0.354571146164043,1,-0.047934477063702,0.860754396942761,1,0.339088646045545,0.873485458908004,1
"Aatk",0,0,0.02,0,1,1,1,1.53702802365745,0.234719747406267,1,0.509013647487858,1,1
"AB124611",0.23,0.216,0.314,0.269,0,0.883856172269203,1,0.247521406462469,0.379102502238834,1,0.1370448701009,0.67030060335454,1
"Abat",0,0,0,0.019,1,1,1,0.537028023657455,1,1,1.50901364748786,0.239272455655167,1
"Abca1",0.459,0.324,0.49,0.365,-0.473931188332412,0.169577436490208,1,0.102625199511679,0.80188414174922,1,-0.134842542286867,0.468836946450255,1
"Abca12",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"Abca13",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"Abca14",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"Abca16",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"Abca17",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"Abca2",0.054,0,0.02,0.077,-1.32192809488736,0.154471449218316,1,-0.784900071229908,0.33990592728242,1,0.509013647487858,0.610056344177638,1
"Abca3",0.176,0.108,0.078,0.173,0,0.391582517106687,1,-0.948398803512788,0.122873862446827,1,0.161090344067551,0.993992030711094,1
"Abca4",0.041,0.027,0.157,0.077,-0.321928094887363,0.720021380030182,1,1.67453154740739,0.0257589410147927,1,0.994440474658099,0.378792174317067,1
"Abca5",0.068,0,0,0.038,-1.58496250072116,0.109278484541933,1,-2.0479344770637,0.060229474172659,1,-0.490986352512142,0.488436593078027,1
"Abca6",0.027,0,0.078,0,-0.584962500721157,0.321704931334802,1,1.27399361782366,0.19062807730641,1,-1.0759488532333,0.238483409109447,1
"Abca7",0.095,0.081,0.216,0.173,-0.169925001442312,0.80578122524239,1,1.27399361782366,0.0547790848153948,1,1.03952836418664,0.179493086742142,1
"Abca8a",0,0,0,0.038,1,1,1,0.537028023657455,1,1,2.09397614820901,0.0925019526938692,1
"Abca8b",0,0,0.02,0,1,1,1,1.53702802365745,0.234719747406267,1,0.509013647487858,1,1
"Abca9",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"Abcb10",0.054,0.108,0.118,0.077,1,0.304943422198453,1,0.759420444993902,0.213119491341747,1,0.245979241654064,0.626418508770784,1
"Abcb11",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"Abcb1a",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"Abcb1b",0.014,0,0.02,0,0,0.491455434363228,1,0.537028023657455,0.799306975728709,1,-0.490986352512142,0.410989825903103,1
"Abcb4",0.014,0,0,0,0,0.491455434363228,1,-0.462971976342545,0.415704379568247,1,-0.490986352512142,0.410989825903103,1
"Abcb6",0,0.054,0.059,0.019,2.58496250072116,0.0459888599165422,1,2.53702802365745,0.0362827575638506,1,1.50901364748786,0.239272455655167,1
"Abcb7",0.216,0.189,0.196,0.231,-0.169925001442312,0.72182470499826,1,-0.173465359147561,0.761600624495681,1,0.0395283641866375,0.882509969417619,1
"Abcb8",0.014,0,0.039,0.019,0,0.491455434363228,1,1.12199052437861,0.363086353028584,1,0.509013647487858,0.810070559827278,1
"Abcb9",0.041,0.108,0.059,0.096,1.26303440583379,0.174194016678168,1,0.215099928770092,0.659314007294541,1,0.994440474658099,0.215996787007677,1
"Abcc1",0.027,0.054,0.078,0.096,1,0.479495874564065,1,1.53702802365745,0.185974611960549,1,2.09397614820901,0.0931010806264333,1
"Abcc10",0.041,0,0.02,0.038,-1,0.220665119346063,1,-0.462971976342545,0.520513143110629,1,0.0939761482090145,0.959102790796611,1
"Abcc12",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"Abcc2",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"Abcc3",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"Abcc4",0,0.054,0.039,0.058,2.58496250072116,0.0459888599165422,1,2.12199052437861,0.0893544402082192,1,2.50901364748786,0.0381367954827985,1
"Abcc5",0.081,0.054,0.137,0.077,-0.222392421336448,0.610569316355796,1,0.899598103042162,0.302825563566422,1,0.0235868203176159,0.936803180024378,1
"Abcc6",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"Abcc8",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"Abcc9",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"Abcd1",0.243,0.243,0.275,0.212,0,0.953290650220876,1,0.12199052437861,0.711863897644412,1,-0.16905825762478,0.667829290679292,1
"Abcd2",0,0,0.039,0.019,1,1,1,2.12199052437861,0.0893544402082192,1,1.50901364748786,0.239272455655167,1
"Abcd3",0.081,0.054,0.059,0,-0.222392421336448,0.610569316355796,1,0.0516011964872121,0.665852117720412,1,-2.29834127456975,0.0367832498247644,1
"Abcd4",0.027,0,0.02,0.038,-0.584962500721157,0.321704931334802,1,-0.047934477063702,0.798107726235378,1,0.509013647487857,0.725759113319295,1
"Abce1",0.338,0.27,0.157,0.212,-0.415037499278844,0.419206430132004,1,-1.29304697490023,0.0182360603738825,1,-0.906023851790986,0.0894615822626538,1
"Abcf1",0.108,0.27,0.118,0.192,1.28950661719499,0.030850202422959,1,0.367103022215142,0.843335766615655,1,1.03952836418664,0.166318303860476,1
"Abcf2",0.203,0.135,0.137,0.154,-0.502500340529183,0.374997484270691,1,-0.228506722705523,0.396847209180346,1,-0.119017575125185,0.542139335603586,1
"Abcf3",0.122,0.108,0.078,0.154,-0.115477217419936,0.826937613182027,1,-0.841483599596276,0.408993894726653,1,-0.0215010692109225,0.678968932026611,1
"Abcg1",0.284,0.108,0.157,0.135,-1.11547721741994,0.0422174263769627,1,-0.578449193762482,0.116660932444743,1,-1.19142607065323,0.0415926491746977,1
"Abcg2",0,0,0.02,0.019,1,1,1,1.53702802365745,0.234719747406267,1,1.50901364748786,0.239272455655167,1
"Abcg3",0.068,0.081,0.02,0,0.415037499278844,0.801704021132072,1,-1.0479344770637,0.222248489980274,1,-2.0759488532333,0.0577828049070315,1
"Abcg4",0,0,0.039,0.058,1,1,1,2.12199052437861,0.0893544402082192,1,2.50901364748786,0.0381367954827985,1
"Abcg5",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"Abcg8",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"Abhd10",0.108,0,0.118,0.038,-2.16992500144231,0.03959278420241,1,0.537028023657455,0.814750091795472,1,-1.0759488532333,0.158145947667117,1
"Abhd11",0.189,0.108,0.078,0.192,-0.765534746362977,0.262664380082912,1,-1.22850672270552,0.0795548602366532,1,-0.119017575125185,0.979691426873408,1
"Abhd12",0.284,0.189,0.196,0.173,-0.584962500721156,0.25943234169612,1,-0.588502858426405,0.24105065844997,1,-0.375509135092206,0.204225335577287,1
"Abhd13",0.135,0.135,0.157,0.096,0.222392421336448,0.983164178785927,1,0.537028023657454,0.698317959561605,1,-0.490986352512143,0.496578904690309,1
"Abhd14a",0.054,0.027,0.059,0.038,-0.321928094887363,0.525196432823907,1,0.215099928770092,0.914661917741884,1,0.187085552600495,0.711851638649643,1
"Abhd14b",0,0.027,0.02,0.038,2,0.162984911826602,1,1.53702802365745,0.234719747406267,1,2.09397614820901,0.0925019526938692,1
"Abhd15",0,0,0,0,1,1,1,0.537028023657455,1,1,0.509013647487858,1,1
"Abhd16a",0.081,0.216,0.039,0.096,1.4594316186373,0.0428015492310747,1,-0.462971976342546,0.364876893242228,1,0.0939761482090136,0.792228278492008,1
"Abhd17a",0.351,0.27,0.294,0.308,-0.415037499278844,0.349835414677184,1,-0.0706545535637857,0.527755879998674,1,-0.16905825762478,0.612677183701523,1
"Abhd17b",0.419,0.514,0.255,0.365,-0.0641303374197155,0.757343915490041,1,-0.899071091149219,0.0440949754817599,1,0.0298458107892982,0.775040266904712,1
"Abhd17c",0.081,0.054,0.098,0.077,-0.222392421336448,0.610569316355796,1,0.314635602321006,0.747431842674294,1,0.0235868203176159,0.936803180024378,1
"Abhd18",0.081,0,0.059,0.019,-1.8073549220576,0.0777417017944198,1,-0.27032689840015,0.641788969556161,1,-1.29834127456975,0.13908247494685,1
