Gene,TotalEvidenceCounts,EvidenceHit:hits,EvidenceGO:hits,EvidencePPI:hits
268890,2.0,1,0,1
214685,2.0,1,1,0
12804,2.0,1,1,0
243616,2.0,1,1,0
53883,2.0,1,1,0
231238,2.0,1,0,1
68910,2.0,1,0,1
57776,2.0,1,1,0
11988,2.0,1,1,0
21346,2.0,1,0,1
105827,2.0,1,1,0
20527,2.0,1,1,0
18569,2.0,1,1,0
109270,2.0,1,1,0
235320,2.0,1,1,0
75692,2.0,1,0,1
16525,2.0,1,1,0
59049,2.0,1,1,0
216190,2.0,1,1,0
12013,1.0,1,0,0
76429,1.0,1,0,0
94353,1.0,1,0,0
104080,1.0,1,0,0
16432,1.0,1,0,0
16848,1.0,1,0,0
56448,1.0,1,0,0
15486,1.0,1,0,0
17534,1.0,1,0,0
21664,1.0,1,0,0
13371,1.0,1,0,0
94249,1.0,1,0,0
18111,1.0,1,0,0
97998,1.0,1,0,0
21912,1.0,1,0,0
319934,1.0,1,0,0
330260,1.0,1,0,0
55942,1.0,1,0,0
56464,1.0,1,0,0
74754,1.0,1,0,0
67457,1.0,1,0,0
70021,1.0,1,0,0
140703,1.0,1,0,0
329910,1.0,1,0,0
11496,1.0,1,0,0
625018,1.0,1,0,0
231296,1.0,1,0,0
71306,1.0,1,0,0
23849,1.0,1,0,0
215085,1.0,1,0,0
56722,1.0,1,0,0
380924,1.0,1,0,0
20132,1.0,1,0,0
20347,1.0,1,0,0
72014,1.0,1,0,0
53318,1.0,1,0,0
75552,1.0,1,0,0
320701,1.0,1,0,0
217558,1.0,1,0,0
72925,1.0,1,0,0
94040,1.0,1,0,0
105522,1.0,1,0,0
270162,1.0,1,0,0
212632,1.0,1,0,0
26611,1.0,1,0,0
244723,1.0,1,0,0
94282,1.0,1,0,0
75712,1.0,1,0,0
76747,1.0,1,0,0
19775,1.0,1,0,0
229595,1.0,1,0,0
54526,1.0,1,0,0
17304,1.0,1,0,0
56434,1.0,1,0,0
26360,1.0,1,0,0
407790,1.0,1,0,0
105785,1.0,1,0,0
545260,1.0,1,0,0
55983,1.0,1,0,0
66039,1.0,1,0,0
