"genenames","signed_p_Rp_WT_norvsOIR","signed_p_RPE_WT_norvsOIR","signed_p_SC_F_WT_norvsOIR","signed_p_Muller_WT_norvsOIR","signed_p_Microglia_WT_norvsOIR","signed_p_Cone_WT_norvsOIR","signed_p_BC_WT_norvsOIR","signed_p_AC_WT_norvsOIR","signed_p_Melano_WT_norvsOIR","signed_p_Immune_WT_norvsOIR","signed_p_Endo_WT_norvsOIR","signed_p_R_BC_WT_norvsOIR","signed_p_other_BCs_WT_norvsOIR"
"Cntn5",-1.18168256165964,0,-0.39778930343576,0,-0.576491088771401,0,-0.0233339866144584,-0.225069521611793,0,0,0,0,-0.560655906692002
"Cntn6",0.436869931811178,0,0.0852327836457046,-0.0922749678247931,0.055794955352871,-0.843360212912764,-0.227124542366801,0.272189125357319,0.948930492444763,0,0,0.0243712606566731,0.400943246856425
"Cntnap1",-0.690308969510914,0.145024262328909,0.843067878294018,-0.105913442564679,-0.629076294183167,0.306436979045746,-0.190827400705176,0.57855397585117,-0.675072662181267,-0.308135067791026,-0.316198314654056,0.209987475414427,0.00511061739970857
"Cntnap2",-0.181519796289167,0.470603327834396,0.612249643416823,-0.362403600005599,-0.953755071703609,-0.0193694717981585,-0.414071128593175,-1.17966277439438,0.413184040361795,0,0.432771932265703,-0.687362868319189,-0.0944053822630945
"Cntnap3",0,0,0,0.691727472455935,0,0,0,0,0,0,0,0,0
"Cntnap4",0.00302683204758191,1.42088712246333,-0.39778930343576,0.691727472455935,0.415361012849499,0,-0.850481167564902,-1.49252603817329,0,0.496495643792375,0,0.56639652940559,0
"Cntnap5a",0.436243961660296,0.480509713775952,0.0852327836457046,0.691727472455935,0,0.75493607873585,0.373930666577231,-0.537726354057358,0.259793667322702,-0.308135067791026,0,0.56639652940559,0
"Cntnap5b",-0.449777165928742,0,-0.493952158873489,0,-0.576491088771401,0.461328107936453,-0.0231369638079418,0.128415051814913,0,-0.771475345538785,0,0,0
"Cntnap5c",-0.466541838470236,0,0,0,0,0,0,-0.175913401011641,0,0,0,0,0
"Cntrl",0.0504357909118385,0.428015686733298,-0.0925325880144778,0.0934322337219631,-2.85029179821866,0.483692641562739,-0.374167538011646,-1.63886465842321,-0.547478344149973,-0.191896162791611,-0.119318750824141,0.0779107097816007,-0.132893729898572
"Cntrob",0.0916544795760802,0.308026148522953,0.268004254874726,-0.0405474283740367,-0.0537325937584423,-0.537108601244762,0.610901295681895,0.115739426586315,0.637553321544841,-0.338401977222561,-0.629282319183866,0.818734532387817,-0.49853684604138
"Cntrobos",0,0,0,0,0,0,0,0,0,0,0,0,0
"Coa3",0.850697730239609,1.3903492021089,-0.283613261228612,0.186184005306742,0.407825721838023,0.0675441624429513,-1.38452381406794,-0.34504039239359,0.351085652926295,-0.105097790860934,-0.974079257280341,-1.01144382250345,-0.718227384568192
"Coa4",0.101641858688704,0.666031902872398,-0.440324127192171,-0.425163565482934,-0.821531383738362,-0.204575443954319,0.213405003725646,0.250881892171508,-0.675072662181267,-0.555879646108978,-0.900833970710359,1.19271648453431,0.689288613714284
"Coa5",0.320242215561484,0.745569254585115,0.48704003885929,0.00559021390723825,1.4905580357788,-0.525271097564112,-0.562022367281526,-1.89449291737493,-0.27192055734041,0.432605545522288,0.32248655978324,0.494122015816458,0.586887290667334
"Coa6",0.153049018316372,1.06531917942599,0.243170661062533,-0.948322107938733,0.186307926437869,-0.376527672635884,0.0427145226811303,0.839810623411128,0.630476713492248,0.264000202538733,0.0545650854946589,-2.20875206022251,1.25544753589985
"Coa7",-1.63488846523091,0.364578471599464,0.927419827181566,0.73334907684259,0.225624132488378,-1.45929088088434,-0.927736281257561,-0.649808986527751,-0.0932708006053689,0.428485188124146,0.0934621619696656,-0.454979411173611,0.131427060893495
"Coasy",-0.0263910670792378,0.353002200030751,-0.0706009502044032,-0.653971984605536,-0.190208649575659,0.213082909675029,0.21751648781078,-0.36449081686977,-0.71680898522542,-0.0810389201226575,0.131759586195777,0.876532003556688,-0.77786622936743
"Cobl",1.15419893097102,0.886074847948253,-0.050571684747425,0.00453151090817694,0,0.33364204176287,1.08110945000703,-0.130235737412774,-0.154203937499843,0,0,0.56639652940559,-0.85151044206905
"Cobll1",0.532266211047673,1.1194247556698,-0.504738857295453,0,0.415361012849499,-0.0193694717981585,0,-1.02285201063148,0.0537479009264151,-0.308135067791026,-1.35596362251395,0,0
"Coch",-0.114560356711201,0,-0.155240403909782,0.062132669381969,-0.576491088771401,0.461328107936453,-0.800004902785945,-1.18340175882709,0,-0.771475345538785,-0.530504997020365,0,0
"Cog1",-0.519276309963884,0.138958371048953,0.133021317759209,0.0328236517674027,-0.226193029232486,1.33581620520853,0.675187179542832,-0.520421159312705,0.501081965512501,-0.255538635247934,0.0292367084378444,-0.815970616731115,1.02688313538556
"Cog2",0.06784235996646,-0.0529749429040602,0.143782780614916,-0.634982230270627,-1.33314310885537,0.423556758977515,-0.482997337319856,0.00575197588871806,0.0771741965851275,-0.733225898593314,-0.446468795736804,0.444902075685615,0.0711803472057819
"Cog3",0.846867946961781,1.17298687524032,-0.192613051500676,0.165120051027052,-0.16979695764215,1.32664570746928,0.625259629181209,0.122713499865877,-0.763830095482643,-1.4107712725147,-0.988873037730771,-0.0279765312620837,0.266975751294921
"Cog4",0.24415174053952,0.529502127547832,1.3097322096318,-0.126615943666545,0.0379957446184617,0.453845095342838,0.0666448122894507,-0.307430188691629,-0.168942354175081,-1.19229223505039,0.43731313704447,0.108861424907842,-0.0219612658380164
"Cog5",0.10750529043889,2.43016815468836,-0.325520696254516,0.246231246482392,-0.513366183848417,0.825442506092853,0.782257964867591,-0.255048902006828,-1.22345265385236,-0.0944772377594545,-0.55539542771659,0.272130233660445,-0.660334880083903
"Cog6",0.395286759059088,0.566069075889365,1.46884597387809,-0.431890781655473,-0.131618716877346,0.249777139777498,-0.0154430264809529,-0.829105686696777,-0.13762769468097,-0.0746091173590163,-0.503979431800735,0.259358098567684,-1.12875107586831
"Cog7",0.00122809443874134,1.70257815719184,0.209027299412534,-0.360911453643824,-1.8877226224425,1.06765321154421,-0.624586281247429,-0.570711563610316,-0.674220480370425,-0.654170859979343,-0.951988956392677,0.0219078035785606,-0.588669075591285
"Cog8",1.18645380150911,-0.525613770803404,0.68283828011625,-0.0773527327638828,-1.80637218132307,0.17242085640438,-0.596360981814195,-0.0624281378998508,-0.456736312214771,0.66497612542256,-0.197502288953518,-0.0687216182381755,1.4782883324342
"Coil",0.953619163533572,-0.163735323647514,1.0458017819886,-0.158186280992669,-0.93964088308995,-0.0140094445172528,-0.556867008205127,0.143382884254499,0.413184040361795,-0.771475345538785,0.178305657533534,-0.600451518811007,-0.111048448436108
"Col10a1",-0.823978426787839,-0.833558713676902,0.124698551499599,0,-0.576491088771401,0,0.643401885259761,0,0,0,0.196746102608357,-0.398912934352276,0
"Col11a1",-0.334598140590596,0.024225498723761,0.807793580971179,-1.36566700953718,-0.576491088771401,-0.0193694717981585,-0.00742600622566774,0.10001665792845,0.133211971186324,-0.308135067791026,0,0,-0.499435184341675
"Col11a2",0.222966286235676,1.05493828899353,0.394302315712316,-2.42163510792538,-0.423294675958353,0.294055790378357,-1.32207442233272,0.386095131982268,0.413184040361795,0.66497612542256,0.432771932265703,0.342862495105898,-0.306159208724444
"Col12a1",0.297029022880445,1.03865413285127,-0.441376055909654,2.48914029042073,0,-0.51182261397306,0.643401885259761,-0.222477801765477,0.259793667322702,-0.771475345538785,-0.0385405674840598,-0.156170195652355,-0.499435184341675
"Col13a1",-0.380116440005269,2.00839847116827,1.80903028404477,-0.718086940768815,-0.576491088771401,0,0,0.0611073492242798,0,0,0.256444608617538,0,0
"Col14a1",0.159481153773798,0.480509713775952,0.612310749099594,0.356428099417734,0.431913996244489,0,0,0,0.260268126620917,0,0,0,0
"Col15a1",0.940888269444156,-0.0130480687581163,1.16182879886904,-0.247325880327764,-2.73975881076354,0,0,-0.824597865558348,0.876603375290617,0.27846590991929,0.253805417133253,0.56639652940559,0
"Col16a1",0.31558765670593,-0.833558713676902,0.0061791806786856,-0.173743048698188,-1.3036010422932,-0.0193694717981585,0.115598805277682,0.742023495202219,-0.115175206514387,0,0.0227398757690313,0.56639652940559,0
"Col17a1",-1.87213104261993,-0.515231267959666,-0.39778930343576,0,0.415361012849499,1.19162677627987,-0.504515001723294,0.742023495202219,0,0,-0.530504997020365,0.656413710212276,-2.59373679868299
"Col18a1",0.184114632507023,1.63866952448581,0.618873247843067,-6.77028533685505,0.560957374510675,0.201000887099542,1.62677263741578,0.669470721665019,0.136094272749701,0.595943049018632,1.40479458635723,0.117603187674713,-0.499435184341675
"Col19a1",0,0,0.377809493631962,0.356428099417734,0,0,0.643401885259761,0.742023495202219,0,0,0,0,0
"Col1a1",-2.23386903009337,-0.150661582934442,0.479257716853324,0.0248068412940636,-1.58918617652324,0.225626585809782,0.520651152318064,0.45422638553582,0.17280777158559,0.130901421973683,0.232166105921555,0.0629953393822726,0.14934474966426
"Col1a2",-0.818060082259767,-0.22148519511946,0.435141161202026,1.05303174004529,-0.0929462700046198,0.730740277070823,-1.43115490318952,0.594471949621925,0.548149515778771,0.876039196831425,-0.500360962666913,-1.97194384013459,-0.367055108353778
"Col20a1",-0.636255606800405,-0.18428342839755,0.614844563090338,0.144988272427637,0.143255398112597,0.956237403277372,-0.625211781097758,0.120173952110919,0.0658118909512224,0.66497612542256,-0.886120405962627,2.39336943628782,-0.573031801259031
"Col22a1",0,0,-0.118177902645974,-1.8614464074385,0,0,0,0,0,0,0,0,0
"Col23a1",-1.00116961178414,-0.0188505898962076,-1.25683489120382,-9.32653156257404,-0.137212759558423,-0.432902976002526,3.50170724649529,-0.660024702450814,0.086423461478798,-0.771475345538785,0.196746102608357,1.19615808474725,3.37090367658642
"Col24a1",0.601077024341453,-0.515231267959666,-0.464719550437707,-0.0166746989716658,0,0,0.366665077584099,-1.18340175882709,0,0,0,0,0
"Col25a1",-0.500081190778544,0,-0.156065932095753,-0.348731530555889,-0.576491088771401,0,0.366665077584099,-0.483865332584418,0,0,0.71379439319811,0,-0.164619686713046
"Col26a1",0.40046469989738,-0.515231267959666,0.120553080479704,0.0341672721558149,0,0.470235935204567,0.643401885259761,0.818775678141655,0.948930492444763,0,0.432771932265703,-0.398912934352276,0
"Col27a1",-0.195775312654017,-0.515231267959666,0.163089810434035,4.58346557197251,-4.41881454577863,0,-1.96193033149991,0.690490461871817,0.259793667322702,-0.138963468002824,0.972665274517128,0.0253842261300417,-0.499435184341675
"Col28a1",0,0,0.315485655834762,0,0,0,0,0,0,0,0.86167261288089,0,0
"Col2a1",0.0587566099865046,0.539601565030278,0.811026559660503,7.31680901508975,-0.135724489728687,0.546429893700925,0.163273739297791,1.74435379655942,0,-0.771475345538785,0.71379439319811,1.32503866940794,0.730003056815884
"Col3a1",-0.719234992725604,0.612175304500597,0.122772501569709,-0.324307996649774,-0.143506742773838,0.546429893700925,0.127407957474541,-0.334050401445446,0.899361705935907,0.66497612542256,-0.436701139104408,0.157959105075566,0.730003056815884
"Col4a1",13.578644424413,0.788449119669429,0.691073574658848,2.91420569599865,0.946131313099004,1.63988761593744,2.02726280733695,0.0114409696280769,-0.0848760881199426,0.414649448770302,1.38709990859828,0.189273564243033,1.81778726821851
"Col4a2",5.33814465875754,0.328793956602129,-0.11536659785096,1.60270485685162,1.5402869454284,1.65490995359856,0.0865679282968849,0.0742936860604126,0.665767469142376,0.66497612542256,1.23342597039001,0.25331334821751,1.40068474219769
"Col4a3",-0.869560007659329,-2.47863560883694,-0.912283944576113,0.893608614353629,0.055794955352871,-0.51182261397306,0.081840068846368,0,0.259793667322702,-0.308135067791026,0.379748455831279,0,0
"Col4a3bp",-1.44914464605136,0.380401069569048,-0.248164780461306,-0.235889451439834,-1.04706617303643,0.725293052685392,-0.346772904397968,-0.147341580475744,0.730271092164137,0.500074266834061,-1.48159922705069,1.11932195499322,0.922428270920963
"Col4a4",0.0562660852992398,-4.24963592339977,-1.55373520108316,0.267047658665323,0.67207150967679,-0.843360212912764,0.482899629674305,0.616625173021662,0.0468432714250331,0.496495643792375,0,0.0477294406591531,0
"Col4a5",0.643039878735568,0.444057626609278,0.0490685216597588,-2.08236190466759,0,-0.0193694717981585,0.756739161593198,0.182240760977756,-0.993900219923027,-1.3164268132684,0.71379439319811,-0.659895333238492,0.730003056815884
"Col4a6",0.939860747961611,0.0699207219476632,0.177739646998069,0.108193664902407,0.415361012849499,0.461328107936453,0.643401885259761,0,0,0,0.432771932265703,0,0.0162527731619461
"Col5a1",-0.0369130120074703,0.950394234263359,-0.0530966053839603,0.567247314758748,-1.67799573957231,0.461328107936453,0.213283893733703,0.0184047069752647,0.275354573693262,-0.308135067791026,0.228801160704095,0.56639652940559,0.490423087766162
"Col5a2",-0.751167623183703,-0.132267809243743,0.756070142908792,-0.728480014207752,-0.953755071703609,0.75493607873585,0.366665077584099,-0.518481918457214,0.532978850003526,-0.771475345538785,0.479635842577851,-0.398912934352276,0
"Col5a3",6.86821053882696,0,0.462891390022031,2.38919556467968,0.90491216738372,0.926245599013771,0.643401885259761,0.167257363015108,0.0837809501533843,0,0,0.0477294406591531,0.431488329433793
"Col6a1",-0.30146252853281,-0.793544812355749,0.861998149389425,2.88293849185538,-0.576491088771401,0.678768199694724,0.0243468892743969,0.104145465940642,0,-0.204263865079801,-0.094829477105607,0.956617101082366,0.0572957656005128
"Col6a2",-0.385212131900873,-0.322956101661139,-0.0103339818102678,2.52479175191114,-0.953755071703609,0.432902976002526,0,-0.392941530139913,-0.413184040361795,-0.308135067791026,0.179842805053216,0,-1.87146139680787
"Col6a3",-0.237295603165672,-0.534778145152164,-0.119760758983311,0.054172074504403,0,0.461328107936453,0,0.616625173021662,0,-0.308135067791026,0,0.56639652940559,-0.499435184341675
"Col6a4",0.380116440005269,0,0,0.356428099417734,0,0,0,-1.12087992976106,0,0,0,0,0
"Col6a5",0,-0.515231267959666,0.618078187603123,0,0,0,0,-0.693731083222768,0,0,0,0,0
"Col6a6",0.114560356711201,0,-0.127618301383299,0,0,-0.51182261397306,0,-0.322662301289338,0,0,0,0,0
"Col7a1",-2.30749547209598,0,0.312326820494505,0.691727472455935,0.415361012849499,-0.110395823654199,-0.213271764744929,0.0669603671760182,0.413184040361795,0,0.104949306897072,0.0906653051286022,0.224473494084363
"Col8a1",-0.880517234580215,-2.82956068540998,0.099998477610514,-0.0849891289556201,-0.343492049937593,0.4543887343228,0.648675809824601,-0.765274183792845,-0.675072662181267,0.317049480673679,-1.10035205708801,0.56639652940559,-3.55266177904968
"Col8a2",-0.51520682212969,-10.1231242279766,-0.613372015616935,-0.214884734887323,-1.92640056632491,-0.201000887099542,0.190388728583756,0.579520800660108,0,0.163592472049432,0.432771932265703,0.56639652940559,0
"Col9a1",-0.448605413692891,-0.872604900853621,0.158290656687989,-8.14551227457433,-0.377743530603438,0.0113017997431364,-0.659567046833493,-0.198918894300508,0,-1.3164268132684,-0.530504997020365,0.56639652940559,0.730003056815884
"Col9a2",0.0593044623039318,0.025948140810028,-1.0832019296227,-2.6882600406278,-0.064303585941312,1.28378336872409,0.45619055231615,0.826497522237543,0.259793667322702,-0.771475345538785,0.432771932265703,-0.398912934352276,0
"Col9a3",-0.710517863516473,0.0262492266176642,0.297865100324405,-6.14753582671647,-1.2254194002503,-0.505885076820583,1.45836824254126,0.414657289050151,-0.548149515778771,0.181396004593033,0.142807399406602,0.325362084337863,0.14934474966426
"Colca2",0.114560356711201,0.345584247213451,0.0984091383508884,0.204726345918332,-0.953755071703609,0,0,0,0.548149515778771,0,-0.500360962666913,0,0
"Colec10",0,0,0,0,0,0,0,0,0,0,0,0,0
"Colec11",0.160683631309253,-0.515231267959666,-0.0499109306883843,0.140809079577206,0.415361012849499,0,-0.366665077584099,0.742023495202219,0.259793667322702,0,0,0,0
"Colec12",-1.00411527814358,-0.219278643081666,0.539302934660958,-3.33821488175476,-1.4246715239379,0,0.643401885259761,-0.518481918457214,0.259793667322702,-0.297270250393261,1.68297043010592,0,0
"Colgalt1",-0.557157341903271,-0.187169815947668,1.55185143116935,0.815393465236809,-1.50778836824359,-0.189556152614525,-0.0737784851029329,0.167806604746449,-0.910834817502003,0.235782457130483,0.300147686380968,0.830170238999593,0.918811735526829
"Colgalt2",-0.186717113851869,-0.533756505640589,-0.484386187993409,-0.947852058278654,-0.576491088771401,0.461328107936453,0.115598805277682,0.403369010369609,0.259793667322702,0,-1.69666232197448,0,0.431488329433793
"Colq",0.601077024341453,0,0,0.691727472455935,0,0,0,0.322662301289338,0,0,0,0,0
"Commd1",-1.28315696343951,-0.0541869121303642,0.0978748460575631,-0.558761248406468,0.186607383739884,-0.396292695812954,-0.763899638101775,0.0712963049394539,0.0795530896664694,0.425551208526655,-0.161136448678847,-1.53984611149876,0.494906473093985
"Commd10",-0.793744555482665,0.841066695163393,0.306033277872916,0.0371759746523638,-0.153022646911366,-0.651843150417973,0.0807084689448452,0.732721810427265,-0.0692962157365368,0.231134247521922,-0.160207782625502,1.28791566808599,0.156433650664853
"Commd2",-1.17670909307949,0.386830142350663,-0.0326797494909049,0.000418167202621195,-1.19193466827605,-0.124148853845391,0.0540089278327529,0.40471640614927,0.223527803973122,-0.0186079371851708,0.157000757035919,-0.28328938673498,0.713961831200167
"Commd3",-1.22630641681713,0.837581537833455,-0.175750906223089,0.247152676482487,-0.860449597143515,-0.137587641294414,0.27620200801807,-0.108994897569213,0.294272871696804,-0.0450602218397126,0.778899139076583,0.0807640809663939,-0.0769939378536685
"Commd4",-1.29435818405324,-0.15562498348352,-0.85768166237972,0.0222281741480621,0.210297578517153,0.187069639572194,1.80797699410312,-1.4558019189335,0.0682226725726418,-0.0307395324354229,0.238679844354235,-0.445449275329193,-0.151170564763863
"Commd5",-0.00762218452728321,0.480509713775952,-0.848852122489169,0.135237269460653,-0.064303585941312,0.461328107936453,0,0,0,0,0,0,0
"Commd6",-0.310427625326391,-0.131229764108191,0.119171821497579,-0.631756854359002,0.206963822557853,0.825267767222189,0.0457900516625733,-0.933907285962291,0.0130792743580737,-0.562469670525853,-0.163212063903214,0.0223120748776006,1.10705614661812
"Commd7",1.70384290614106,1.01897561396967,0.181358499316118,-0.926704578511801,0.087766166825386,-0.0502886711608589,0.70148681483935,0.00868448114986309,0.132038949837973,0.50342317004055,0.20750437077997,-0.759403331059755,-0.675655199548687
"Commd8",1.29533987112855,4.22202941472543,0.172650468707727,-0.515704510233715,-0.408678506015665,0.942557217455734,-0.385568999771449,0.127681390199056,0.0503133466270189,-0.146943039852025,0.121876624234459,0.136050182220297,-0.456622158646923
"Commd9",0.276036153453302,0.696823959378552,-1.67132354475587,-0.0104752039933719,0.560942279922496,0.0656780384518302,-1.21621771127956,0.0663545121879731,0.325228448296015,-0.18975164021029,-0.563363611994423,1.52856119859648,-0.663389520878597
"Comp",-0.752263232970938,-0.515231267959666,-1.66002649717934,0,-0.138515581329768,0,0.643401885259761,0,0,-0.771475345538785,0.432771932265703,0,0
"Comt",0.0251348255476985,0.355257876789512,-0.994969731620001,0.121629670029846,0.117204708466669,1.19485571150338,-0.067291258934087,0.205447304926097,-0.16631428802741,-0.165181361410871,0.211905247916262,-0.27743790059543,-1.63093590471996
"Comtd1",-0.391515663133373,0.400795785202957,0.00518018280281686,0.19881844514933,0.195821986536386,-0.674554017997941,-0.140471360508698,0.290756169002218,-0.107507894169593,1.00694163760593,0.989924266725554,0.2500918340099,-0.891740913231691
"Cop1",0.31022737245715,0.831890133430705,0.126113170487933,0.167188450146559,-0.474545297008075,0.138780017638653,-0.763891016849436,-0.814416952257999,0.0799671146556793,0.532849805016402,0.0319042892315057,0.0533742697431005,-0.247886078088449
"Copa",0.59505068466346,0.238726283261928,0.140816374940432,2.57342994873156,0.129277107579251,0.571616521161805,0.204920168435457,0.340898798921918,-0.0640445404929954,-0.120485882001502,-0.137037111998881,-1.72753302473332,0.806271965731644
"Copb1",1.18485225676039,-0.139994701306562,0.113196623374598,-0.141483795790331,-0.808409156008705,0.31228944607362,0.121946138617889,-0.173520572208611,0.676321462853379,-0.284407473569375,-0.149105457217759,0.792292244576661,0.126312427335032
"Copb2",0.38855382714499,0.505349626776303,-0.68062287458888,-0.315121788045679,0.0881292539263871,-0.0402941037583502,0.0123116145157592,0.00853831531861752,-0.816314235303441,-0.0485083602192244,0.234884576421619,-0.344520694197143,1.03736125642458
"Cope",1.39418108681701,0.592036391466234,-0.00228230122353421,-0.374929841440454,0.651494611067585,0.940601836548061,0.186518939798089,0.308810349637452,0.203499277800983,-0.32419822364615,0.266320535229171,-0.280275136857514,0.107235489043271
"Copg1",-0.413822854157495,0.452144510696446,0.869001363960839,0.00762621457300338,0.0507351945721898,-0.282899745892754,0.790437322181635,0.598096634396803,-0.592992060587754,-0.145770948412017,0.453552937310735,-0.153371920255004,-0.0651236333843905
"Copg2",0.1640122695646,0.539472193842506,0.410136626579994,0.181562438421778,1.53881676983984,0.0633071397686013,0.278732842641447,-0.678321901969447,-0.148740343032534,0.50342317004055,0.480382586384521,-0.309672865956148,-0.447341900619063
"Coprs",0.583889719791466,2.90741564543648,-0.582283931798056,-0.183249560291324,-0.00281170295297658,1.92029250718505,-0.0206869544587335,0.00618235115366603,-0.403906530080938,-1.3164268132684,-0.198516241021063,-0.277371071847237,-0.431774374268957
"Cops2",0.000855904822072503,0.911050585220842,-0.495997276691685,-0.279930655397457,-0.575717919803297,1.53615002050909,0.396058921399695,0.628151847133979,-0.091683723402208,0.180744915976242,0.0634370676585749,-0.928057052887878,0.0711803472057819
"Cops3",-0.376186668530863,-0.339015508504986,-0.0924116550760731,-0.202269450925313,-0.865036339180995,-0.327543305364483,0.197064002937902,0.0654102026918042,0.0545089499497496,-0.644777135749257,0.0207592209040669,0.148546926409791,0.628003538140456
"Cops4",0.0893868511036157,1.15111345136856,0.439039300967051,-0.273960534186952,-1.62358153851286,0.084903019729833,0.0151283562392493,2.76137215143077,-0.735932905427912,-0.0562445110263462,0.222734295513557,0.402243399970325,0.246546922453599
"Cops5",-0.147747649692756,0.406187993315408,-0.396399819148299,-0.994346256208403,0.326872336981072,0.28395416383692,0.418771589790159,0.932329828158917,0.0269788707073509,-0.708874824480463,-0.265129342835103,-0.0432774158520075,0.659081719118104
"Cops6",0.340645700826176,1.37275064975312,0.767185643902875,-0.604400148120817,1.32283892680402,0.842787502813904,-0.0181827034086011,0.197443580460224,0.0409605156787021,-1.11678039575669,0.935110548602519,-0.343058292205828,0.120091765282842
"Cops7a",0.184034590069997,2.17621967848162,-0.0476184399730531,-1.01439695716167,0.148482114516795,0.796636749730875,0.552383402025269,0.0518213835265151,0.255379653438565,-0.41393132100658,0.155074110731707,0.0337002667878433,-0.0102970415674506
"Cops7b",0.0807325564241335,0.910664528074939,-0.281055472822708,0.156575528752449,-2.05618041577133,0.975240582956929,0.0362324039229938,0.0233212164068069,0.169709840445619,0.566679607753112,-0.655803981332738,-0.150383755056649,-0.188236582054915
"Cops8",-0.295441378429788,0.851913412274037,0.495438293161957,0.192419643604214,-0.696374770141606,0.456332274062063,-0.170519824272555,0.196719738671771,0.125304055815477,-0.554380048901018,-0.598867720363497,-0.163034866267019,0.752810590806109
"Cops9",-0.405817739682487,0.883562663914212,0.405264179936422,-0.754779028244646,0.501434207056481,0,0.301200766588858,-0.0807104873561288,0.340838997077698,0.559787437303577,-0.366300531541947,-0.877706212613933,0.564354468509432
"Copz1",-0.528664249357734,0.977560901177547,0.0912145601096982,-0.216465956045646,0.0398481484258886,-0.65392158372705,-0.02915725219872,-0.0993329251157411,1.04351342270707,-0.655975225067651,0.0581194127688821,-0.049712554246198,0.0594253126512991
"Copz2",0.432317784270313,1.5483717178564,0.0279907905410245,-1.03239524722865,0.212728040834657,-0.201000887099542,0,0.322662301289338,0.056894650857106,-0.771475345538785,0.159985042801913,0,0
"Coq10a",0.233505700401213,0.703530376326955,0.835497561307437,0.903260587760815,-0.841912263678189,-0.00118473254750516,-0.126666859154658,0.105200625639477,-1.14049382259384,-0.169849380802038,0.440122740928156,-1.04457123547633,0.0379150432488399
"Coq10b",0.480432375313731,1.0757402692561,0.272068458705432,-0.0407111321064371,-0.661303394006906,-0.188878867778967,-0.622856498703439,0.0229438928345048,-1.25699755841365,-1.02680281937965,-0.575098783648213,-2.69447895411289,-0.0856768878587456
"Coq2",-0.176806753509851,-0.187094996697648,0.169159498122727,-0.211402287277214,-0.396021319593068,-0.0178954072218268,-0.167706729988858,-0.522338911247616,-0.177159112669003,0.766380948257782,-0.0780747363831,-0.327533823428535,0.0710921727518636
"Coq3",-0.901849435964559,-0.193527075536104,0.548737285912566,-0.768190911851311,-0.26028931120545,-0.041134864937727,-0.240662758048718,-0.402227831018404,0.149231489309287,-0.112023152790371,-0.283953717750051,0.379197680209106,0.381274352696447
"Coq4",2.3050933721582,0.388576311071433,-0.00798784014365401,0.114352714819504,-0.383580088011809,0.448650462314634,-0.349785992700902,1.01815309530872,0.0255863824734037,0.0108440043999982,0.498982749173516,1.37082449307314,0.214359438507683
"Coq5",0.0420741121932928,0.105611555917533,1.06721941720904,0.073995999880097,0.125353051755661,-0.626683128068718,0.393016787503863,-0.350099317795301,1.10466407667104,0.29939982959716,0.312856063095256,-0.0667200580178466,-0.668144429508227
"Coq6",-0.0578531627164801,0.30531548202559,-0.127407991962583,-0.0538426089976132,-0.209899837190952,-0.0362546529044329,0.397544604470686,0.0778674812808209,-0.643423086850273,-0.277069373419716,0.235556005412338,0.385024033527102,0.825369376408345
"Coq7",-1.44319262114855,0.445542500352355,0.178331760028186,-1.01185416733766,0.164262815948435,0.220490342895533,-0.0536766213728394,-0.791707637013679,-0.354392493306251,-0.307954729315901,-0.136177527552701,0.580026350063855,0.111048448436108
"Coq8a",-1.53525818661304,0.548033899129975,0.629708698939204,-0.645303366850629,0.377967834443202,-0.114757699554524,-0.194205914913512,-0.36038693575959,0.155739254639892,1.13731105905353,-0.889249542209319,0.0432568839690475,-0.669488613733757
"Coq8b",1.26650375279767,1.08505581149642,0.466958051173582,-0.216885675522896,-0.148894128132346,0.925582860783016,3.35927397793761,0.354636770012512,0.0379778934208706,-0.406327321989212,0.101038200173558,0.215278126972807,1.14903347052035
"Coq9",-2.89196151522465,-0.419300318426547,-0.207169672609497,0.0324402478737968,-0.470654919704804,0.616775510435382,0.124085482772718,0.467828946715355,0.028230649957479,0.441583896918908,-0.233407703466635,0.326184631637966,1.28808730421359
"Corin",0,0,0.0900664687847786,0,0,0,0,0,0.259793667322702,0,0,0,0
"Coro1a",1.15372122074413,0.0122921276092416,0.379926051712342,-0.75436259514428,2.62625231771772,0.75493607873585,0.339411336916024,-0.261475090234607,0,-1.38890948984765,0.679379804682393,-0.398912934352276,0
"Coro1b",-1.41279250148293,0.332405790938239,-0.227123322020145,-0.162506815157957,-0.406561109850873,-0.561976006249155,0.474229890468245,-0.02789181779917,0.265686315170761,0.566679607753112,-0.0566813175828106,0.30438982719536,-0.499435184341675
"Coro1c",1.37681012993171,-0.0714439308725485,-0.726076827019865,1.38291840092955,-0.422704461611475,-0.0187930921530872,-0.113526304803681,-0.484169199052926,-1.01097789243111,0.491963319894697,0.838864226448134,0.693402754726166,0
"Coro2a",0.435931103800007,0,-0.635462898254168,0,-0.31000899717945,0,0,-0.32247867597717,0,0.103651828634376,0,0,0
"Coro2b",-2.3910513368124,-0.422755753801974,0.311920051703908,-0.111133161382464,-0.878638910441226,-1.16908741767465,-0.464063198067701,-0.349977473735732,-0.478893211762205,-1.83549940618502,0.469633756950651,-1.54441900452648,-0.260461256011285
"Coro6",-1.52676020524631,-0.0183087243985277,0.394450680912697,0.523701155479215,0.200421018517186,0,0.643401885259761,0.249067970111119,0.413184040361795,-0.771475345538785,-0.0610141621776279,0.956617101082366,-1.18591052661963
