Gene,TotalEvidenceCounts,EvidenceHit:hits,EvidenceGO:hits,EvidencePPI:hits
52440,3.0,1,1,1
26419,3.0,1,1,1
68031,3.0,1,1,1
19053,3.0,1,1,1
26420,3.0,1,1,1
21929,3.0,1,1,1
56215,3.0,1,1,1
193740,3.0,1,1,1
19878,3.0,1,1,1
17128,3.0,1,1,1
93759,3.0,1,1,1
11465,3.0,1,1,1
12696,3.0,1,1,1
16468,3.0,1,1,1
15184,3.0,1,1,1
19211,3.0,1,1,1
360216,3.0,1,1,1
53376,3.0,1,1,1
13548,3.0,1,1,1
22608,3.0,1,1,1
19401,3.0,1,1,1
17246,3.0,1,1,1
330192,2.0,1,0,1
66530,2.0,1,0,1
22380,2.0,1,0,1
170823,2.0,1,0,1
14913,2.0,1,0,1
208080,2.0,1,0,1
70127,2.0,1,0,1
68024,2.0,1,0,1
99349,2.0,1,0,1
71900,2.0,1,1,0
67010,2.0,1,1,0
18569,2.0,1,1,0
11911,2.0,1,1,0
73826,2.0,1,0,1
15259,2.0,1,1,0
77864,2.0,1,0,1
63958,2.0,1,1,0
22240,2.0,1,0,1
13002,2.0,1,0,1
20740,2.0,1,0,1
68477,2.0,1,0,1
74136,2.0,1,1,0
12226,2.0,1,1,0
22378,2.0,1,1,0
170788,2.0,1,0,1
68592,2.0,1,0,1
66070,2.0,1,0,1
60532,2.0,1,1,0
14852,2.0,1,0,1
15500,2.0,1,0,1
22344,2.0,1,1,0
17089,2.0,1,0,1
14894,2.0,1,0,1
70078,2.0,1,0,1
235132,1.0,1,0,0
110960,1.0,1,0,0
66549,1.0,1,0,0
56807,1.0,1,0,0
19714,1.0,1,0,0
20530,1.0,1,0,0
18611,1.0,1,0,0
80981,1.0,1,0,0
75782,1.0,1,0,0
27225,1.0,1,0,0
94279,1.0,1,0,0
665155,1.0,1,0,0
50709,1.0,1,0,0
278672,1.0,1,0,0
71810,1.0,1,0,0
218461,1.0,1,0,0
68969,1.0,1,0,0
226016,1.0,1,0,0
18286,1.0,1,0,0
66945,1.0,1,0,0
83436,1.0,1,0,0
69504,1.0,1,0,0
68598,1.0,1,0,0
12785,1.0,1,0,0
27981,1.0,1,0,0
66432,1.0,1,0,0
56068,1.0,1,0,0
17254,1.0,1,0,0
71323,1.0,1,0,0
12648,1.0,1,0,0
76500,1.0,1,0,0
98417,1.0,1,0,0
207615,1.0,1,0,0
15925,1.0,1,0,0
246696,1.0,1,0,0
68480,1.0,1,0,0
29858,1.0,1,0,0
22200,1.0,1,0,0
69239,1.0,1,0,0
57080,1.0,1,0,0
67393,1.0,1,0,0
71795,1.0,1,0,0
226610,1.0,1,0,0
21766,1.0,1,0,0
